GICS.Sector,total_area,coastal_risk_reduction_service_adj_sum,nitrogen_retention_service_adj_sum,sediment_retention_service_adj_sum,endemic_biodiversity_adj_sum,redlist_species_adj_sum,species_richness_adj_sum,kba_within_1km_adj_sum
Consumer Staples,5619.610292,0,0,0,2.22E-07,0.561961029,0.002854259,0
Consumer Staples,5619.610292,0,0,0,2.02E-07,0.749281372,0.002795401,0
Consumer Staples,5619.610292,0,40866697.19,1891786.483,1.35E-07,0.749281372,0.002557192,0
Consumer Staples,54936.5917,11058.16133,37552511.71,1105026.778,1.14E-06,5.039999065,0.019666607,0
Consumer Staples,5619.610292,0,2098163.674,436763.9794,7.74E-07,2.560044689,0.005193607,0
Consumer Staples,5619.610292,0,1919427.348,171495.5829,6.97E-07,0.749281372,0.003924333,0
Consumer Staples,5619.610291,0,4102179.892,1185936.581,1.63E-07,1.186362172,0.002785069,0
Consumer Staples,39453.58513,6615.380844,88785604.5,17115851.71,6.98E-07,6.042917997,0.013270501,0.172033406
Consumer Staples,5619.610292,0,25637195.64,1412858.942,1.43E-07,0.936601715,0.002338176,0
Consumer Staples,651437.1803,27351.64853,60203273.52,22425264.27,8.84E-06,49.8464841,0.196284076,0
Consumer Staples,5619.610292,0,2186901.816,2381211.705,1.97E-07,0.811721487,0.002551228,0
Consumer Staples,5619.610292,0,13363067.63,3529479.914,7.42E-07,2.622484803,0.005159329,0
Consumer Staples,5619.610291,0,1503505.004,18109.12782,1.17E-07,1.061481944,0.002264176,0
Consumer Staples,5619.610291,0,646692.1394,261766.2708,1.30E-07,1.123922058,0.002291563,0
Consumer Staples,5619.610292,0,27933487.29,348128.3014,7.62E-08,0.936601715,0.001968912,0
Consumer Staples,25346.40286,0,256031.4856,129689.3862,2.52E-06,4.081648575,0.01177614,0.047153178
Consumer Staples,5619.610292,0,8127039.943,658645.4252,6.37E-08,0.686841258,0.001686803,0
Consumer Staples,104687.6579,0,45382529.16,17220556.91,2.01E-06,9.448148339,0.042137005,0
Consumer Staples,150846.0653,7340.389007,11802016.23,4602757.169,1.26E-05,14.70996585,0.044217859,0
Consumer Staples,1037376.512,254475.5587,214257478.6,482829857.7,8.04E-05,86.75389212,0.258260838,0
Consumer Staples,196467.383,0,74994925.96,122740002.3,1.95E-05,26.07077084,0.057152616,0
Consumer Staples,55153.6341,4277.385589,9945838.919,783383.648,1.89E-06,5.305348231,0.022182633,0
Consumer Staples,5619.610292,0,93459.83243,891.3289129,5.61E-08,0.99904183,0.001606976,0
Consumer Staples,302633.8701,5719.056321,57272654.38,6057066.651,4.95E-06,12.75631822,0.082407365,0.062440114
Consumer Staples,65017.03038,0,14380749.17,4163552.189,4.15E-06,5.009726963,0.026313343,0
Consumer Staples,5619.610292,0,2449874.851,73293.62674,5.46E-08,0.99904183,0.001577477,0
Consumer Staples,5619.610292,195.1190158,193066.0512,441358.6144,9.18E-07,0.99904183,0.002692925,0
Consumer Staples,5619.610291,0,3543739.737,17546.78435,5.57E-08,0.99904183,0.001573735,0
Consumer Staples,640363.4997,0,51252125.84,261528697.1,5.73E-05,53.76916358,0.190655607,0.49034951
Consumer Staples,36802.66584,766.4836236,0,0,3.80E-06,4.061022802,0.010852808,0.166198625
Consumer Staples,136521.8407,0.60451603,31384479.63,7475987.3,7.99E-06,11.12400183,0.041160174,0.221598166
Consumer Staples,66609.89708,0,551460.581,5225818.313,8.07E-06,6.850721633,0.01994582,0
Consumer Staples,135146.0163,67.77974582,83526960.6,26572100.35,1.40E-06,12.14750579,0.055249106,0
Consumer Staples,255482.2208,2772.906343,78838202.46,17280063.96,4.15E-06,23.82788801,0.104732398,0
Consumer Staples,106497.567,0,11938999,27156376.41,7.42E-06,9.762071668,0.035586735,0
Consumer Staples,5619.610291,0,0,0,4.30E-07,0.4370808,0.001651828,0
Consumer Staples,11239.22058,0,4823637.263,2335934.708,3.09E-07,1.623442973,0.003355044,0.062440114
Consumer Staples,4140537.787,101151.5391,1274881681,42745759.4,3.88E-05,94.92851906,0.891748563,2.107461635
Consumer Staples,29807.23124,0,18461114.5,1664954.605,4.33E-07,1.700698887,0.010653481,0
Consumer Staples,35426.84153,0,17469996.08,6569043.69,1.51E-06,3.364535215,0.012814107,0
Consumer Staples,90797.51804,0,23273768.02,21115223.99,1.18E-06,5.956449931,0.031638365,0
Consumer Staples,5619.610291,0,182158.9027,443734.1692,2.27E-07,0.874161601,0.001695834,0.062440114
Consumer Staples,5619.610291,0,269927.0221,1671375.002,2.26E-07,0.999041829,0.001709096,0
Consumer Staples,5619.610291,0,313840.4989,15684515.15,2.26E-07,0.999041829,0.001709096,0
Consumer Staples,5619.610293,0,556918.3033,1271554.716,2.26E-07,0.99904183,0.001715085,0
Consumer Staples,35209.79914,0,1646442.781,386406.3903,1.94E-06,3.504400609,0.011363,0
Consumer Staples,216080.1381,1434.292183,58055539.51,11988929.45,2.48E-06,18.9988755,0.085396586,0.047153178
Consumer Staples,5619.610292,0,3479326.515,118430.1649,9.62E-08,0.811721487,0.001891772,0
Consumer Staples,5619.610292,0,211647.8546,36615.89381,1.02E-07,0.811721487,0.001939692,0
Consumer Staples,26722.22716,0,6801956.145,523774.0012,2.88E-07,1.467988871,0.007314597,0
Consumer Staples,146333.7345,0,18620800.32,1644027.565,2.71E-06,15.34121808,0.06059519,0
Consumer Staples,5619.610292,0,680803.174,31533.97875,3.73E-08,0.624401144,0.001789666,0
Consumer Staples,5619.610294,0,6500027.895,74533.69524,5.64E-08,0.686841258,0.001743446,0
Consumer Staples,95998.6273,206.680321,26313933.91,481733.7994,5.41E-07,8.203139072,0.033800807,0
Consumer Staples,166650.8517,4608.852548,18887332.04,350421.1879,1.16E-06,12.25443525,0.048833357,0.094306355
Consumer Staples,1260102.607,8686.419314,1384920944,135776986.6,1.66E-05,79.24028579,0.387836229,0.773902182
Consumer Staples,200597.1315,0,9939875.566,279343.8045,2.41E-06,3.469780267,0.067693189,0
Consumer Staples,19726.79256,0,2417484.764,307999.2347,2.42E-07,1.09593292,0.005872855,0
Consumer Staples,5619.610292,0,0,0,3.10E-08,0.187320343,0.001718686,0
Consumer Staples,5619.610292,0,1023854.033,587620.1698,6.25E-08,0.312200572,0.00170089,0
Consumer Staples,5619.610292,0,428181.9915,3467.716143,1.70E-08,0.312200572,0.001802928,0.062440114
Consumer Staples,5619.610292,0,8000083.206,17973.24057,4.55E-08,0.124880229,0.001277175,0
Consumer Staples,5619.610292,0,133978.6275,37294.30175,2.69E-08,0.312200572,0.001790948,0
Consumer Staples,5619.610292,0,0,0,0,0,0,0.062440114
Consumer Staples,5619.610294,0,0,0,1.51E-06,1.373682516,0.003794554,0.062440114
Energy,347313.4484,1145.016329,1748322.826,29388.9713,1.18E-06,10.72875081,0.058803023,0
Energy,61870340.67,66413.45905,13332917284,5650978110,0.000867389,3729.285578,26.69900817,0.047153178
Energy,23664990.81,109037.7637,3870702927,609320540.2,0.000376574,1570.58024,7.712887118,10.14049211
Energy,7240159.328,42613.53465,937215347.2,121433205.8,9.79E-05,608.3913709,2.827811665,1.787500017
Energy,41115085.95,94069.66108,6966175374,1403111384,0.001819351,3010.75053,17.94424529,6.60951355
Energy,39670046.02,160971.5679,2429209811,2479394016,0.000874228,2197.456605,11.30620264,7.148245592
Energy,2075936.415,38298.33899,346046674.6,21269983.18,4.43E-05,127.4057272,0.819230103,0.109593292
Energy,19726.79256,1865.44086,0,0,2.49E-08,0.298206003,0.002260142,0
Energy,26985797.57,73321.79034,6264498123,369215229.7,0.001105708,1788.72822,9.98682909,8.827968087
Energy,8823324.933,30709.60992,1445372844,5347870738,0.000128614,611.8651295,3.529198567,1.28186357
Energy,1055503.956,748.4682297,201025938.4,13036793.16,1.41E-05,80.83567648,0.446086991,0.062440114
Energy,4850056.317,0,102143073.9,14387166.34,2.93E-05,301.6255611,1.404594478,0.988945384
Energy,18991129.87,418637.8608,469696610,4553862787,0.000874622,1150.283374,3.965075854,39.54337703
Energy,346827.8611,312.5294081,52897177.72,21962120.58,0.000509411,71.20820178,0.334944931,1.122705519
Energy,1205774199,22874.41209,3.55E+11,1.51E+11,0.016428953,88870.13724,494.8573621,2.954984537
Energy,1457749.443,1498.867801,1974984584,55356111.5,2.50E-05,101.9564904,0.457589623,4.627652617
Energy,672101.7243,0,15379933.98,705695795.1,1.74E-05,97.70576132,0.449148783,0
Energy,6761736.983,21688.29992,356679865.9,69532309.53,5.88E-05,372.2206332,1.297454987,11.71064487
Energy,206330.7793,0,306797690.2,8138862.844,2.93E-06,17.26617792,0.062099464,0
Energy,2484120.366,0,77718534.27,13594061.47,0.000104334,242.3623829,1.050115667,7.428933411
Energy,132009.5098,0,20101909.07,11889409.3,3.89E-06,38.94909447,0.081215128,0.406506927
Energy,7578137.864,12534.34826,750201992.7,146022733.6,0.000129395,426.984184,1.984251107,13.0466409
Energy,15431514.77,0,399007323.9,120528022.9,0.000689996,896.0942578,7.271399002,0.109593292
Energy,2835188463,76875.00741,9.48E+11,6.45E+11,0.021771967,202755.6792,945.8202638,178.0034182
Energy,25606769.83,0,762250932.9,611666874.1,0.00018206,1186.132824,6.344628188,6.991499123
Energy,11996568.56,6310.874671,1289070769,250496059.3,0.000373216,1787.101091,5.752363004,14.68583342
Energy,9863.396282,0,12285671.95,373318.1422,1.25E-07,1.123922059,0,0.047153178
Energy,5619.610291,0,0,0,0,0,0,0.062440114
Energy,20587781.11,0,260259294.4,125280032.1,9.89E-05,1302.259093,5.142304346,0
Energy,101043.4967,0,40907646.87,6082435.665,1.91E-06,29.6898644,0.045356402,0
Energy,5619.610292,0,1.598150516,1.331515955,2.89E-08,0.437080801,0.000980346,0
Energy,35426.84154,0,5551641.021,22200259.7,8.29E-06,5.306640598,0.023034805,0
Energy,8127525.837,95268.87975,415588440,391881556.1,0.000361466,582.0657952,2.753522244,2.120530808
Energy,32341.83745,0,7958065.004,10562441.01,7.70E-06,10.15621134,0.03193607,0
Energy,5619.61029,0,7286.194504,4331.871714,7.75E-07,0.999041829,0.00230241,0
Energy,5619.610292,0,147.328395,3167.777492,2.71E-08,0.499520915,0.000971512,0
Energy,5619.610292,0,0,0,0,0,0,0
Energy,1297770396,1711283.922,4.47E+11,2.03E+11,0.014866786,104338.2666,475.5802944,73.69285494
Energy,802706410.2,688868.7003,97786347983,44343830801,0.0096622,50639.29083,255.4067267,0
Energy,917199.3659,118.9272887,84288349.92,97448380.86,1.36E-05,78.64805636,0.421672409,0
Energy,13945031.72,52672.65929,1454529393,366481092.7,0.00020732,822.3371372,6.267539715,0
Energy,125014.0752,0,1809458.647,657373.0104,5.91E-06,13.46162074,0.059924125,0
Energy,2457852.435,27512.51054,197869469.5,23125121.99,9.13E-05,167.1575597,1.0185531,0.047153178
Energy,518322.6666,7014.989832,99955161.59,3117910.914,6.11E-06,42.97686713,0.196570699,0
Energy,36829531.2,1877.555468,5601120471,940564168.2,0.000616365,3260.656894,15.88412489,0
Energy,2665728.813,0,338384886.4,101318809.6,2.35E-05,223.4402329,1.069986939,0
Energy,1772635.488,0,243537824.7,24417411.02,0.000470467,110.3115904,0.703183305,0
Energy,2446187.35,16242.85209,223606715.1,50034065.79,5.56E-05,173.9118134,1.010778077,1.060265404
Energy,150794.5629,0,9415195.965,254509.7433,1.52E-06,11.85334623,0.053825128,0
Energy,1479687.352,29.43643686,357513231.4,546564532.5,2.26E-05,129.1138762,0.609160224,0
Energy,367767.2136,-4.60E-13,82606052.55,13946759.75,3.69E-06,39.88826709,0.166486891,0
Energy,55370.6765,0,28128264.33,960175.2531,9.83E-07,4.478641578,0.025362058,0
Energy,93231.39493,0,35363830.58,1137281.106,1.57E-06,7.17472288,0.036780866,0
Energy,254420180.6,0,55875126606,5277747039,0.002392976,15767.07811,104.2985858,0
Energy,1031813.175,0,32387927.78,1354224788,4.81E-05,78.80264012,0.327126532,7.342916708
Energy,5619.610292,0,17762202.46,4912725.258,8.50E-07,2.560044689,0.005364763,0
Energy,326769.9887,0,126145100.2,31977279.83,2.92E-06,23.49821487,0.137208777,0
Energy,15483.00658,0,194482.6301,36891.81278,1.56E-06,1.50114748,0.005251862,0.062440114
Energy,181812.0785,0,19831742.95,4638226.832,2.09E-06,11.06608311,0.072305417,0
Energy,5619.610291,0,1887025.673,623354.5222,9.01E-08,0.749281372,0.001627681,0
Energy,106663.107,0,39029581.2,288259.7836,4.38E-07,14.72126851,0.019143778,0
Energy,5619.610293,0,1589183.332,154498.8843,4.08E-07,0.936601716,0.00162846,0
Energy,5292519.64,0,34176620910,32475989970,7.76E-05,940.8923805,1.530858863,0
Energy,1336927.651,1963.180954,87835480.6,76831167.4,1.58E-05,95.66397525,0.319750784,0
Energy,1305144.971,0,48165721.94,1231013.652,6.79E-06,89.08729327,0.389759438,0
Energy,2739024.565,0,1285296764,13222599.81,8.33E-06,129.1183264,0.814307062,9.589541815
Energy,17693524.12,3736.586729,325666699.2,1539804921,0.000523765,560.3897464,6.553562762,1.060265404
Energy,5619.610292,0,422729.0026,991217.3341,3.11E-08,0.749281372,0.001338548,0
Energy,262911.7402,0,77494225.91,676601.4346,1.77E-06,25.89513086,0.086847523,1.565901851
Energy,16858.83088,0,2659141.833,27455.77074,1.19E-07,1.498562745,0.005182701,0
Financials,15982934.65,823471.4358,5742279894,4175835272,0.002996448,2551.027559,6.876603545,17.51746628
Financials,3860382.749,144249.0443,439486372.1,17954461.16,2.78E-05,140.7187149,0.840158953,1.651241336
Financials,4708011.772,540083.7439,5432102047,3051514384,0.00243223,1420.066489,3.285526632,4.444195555
Financials,10576204.61,702896.1786,5758888648,7716807566,0.002559164,2038.071851,5.668999726,5.439042631
Financials,2489034.202,243304.9679,2960033616,668649349.4,0.000929569,672.3917099,1.517100012,8.101892187
Financials,8444637.627,468231.2263,9030645153,6394316877,0.000977147,1511.825279,3.266122456,8.192889645
Financials,17738947.27,5190531.066,9754028703,4891671298,0.003964453,1691.94892,6.796106841,19.16861764
Financials,3397587.414,123367.028,44154860.73,28578570.38,2.66E-05,152.4973539,0.753570683,1.665312285
Financials,2253440.041,1062678.666,2175771249,1634127607,0.001248599,546.2978784,1.31369575,3.088444143
Financials,5439547.035,389884.7434,4608769400,4508647286,0.000325297,874.1756011,1.757883662,4.924832066
Financials,1385146.509,88818.77759,352216404.1,528402180.7,0.000934886,262.8109376,0.585413271,1.257254771
Financials,4761397.459,128820.9136,4064963290,30256248779,0.003667785,685.110693,3.269414076,5.586166657
Financials,4455996.182,885743.5565,3064951824,802270124.8,0.001581612,924.8025102,2.098170435,3.390840432
Financials,5632440.309,358659.5252,5183493512,5905701171,0.000778313,964.4333445,2.036599227,4.960992454
Financials,583838.8391,16695.93737,13163749.81,5662439.774,2.46E-05,22.32198258,0.128918325,0.328572153
Financials,2179608.495,11.46353524,60613871.22,5976433.385,3.10E-05,77.03613765,0.427681581,1.130995171
Financials,33724379.79,2040846.07,15345570686,21745914613,0.005735242,3331.783208,13.93723642,51.56966512
Financials,13879987.72,791248.5032,5968967464,8083152013,0.003495014,1141.020148,5.249363635,9.40967534
Financials,7969640.378,2640748.171,3128188360,4356316964,0.004498191,1000.508351,3.411811894,3.427297865
Financials,1601037.232,73741.78247,23971091.78,1254303.305,4.52E-06,52.51739351,0.317907257,1.491520568
Financials,7339188.191,507844.3706,1907834286,5658344863,0.005736345,1110.66565,4.397614664,4.810040223
Financials,5330691.36,73459.21574,396589258.7,76955357.35,0.000727915,777.2332456,2.40874127,9.739012079
Financials,2404526.117,306463.7569,2924903985,1574572287,0.000822024,985.3348754,1.964961987,0.755640947
Financials,27694192.55,719578.5298,5369974183,1338065172,0.001761845,2008.969059,11.37145579,0.187862665
Financials,5268799.57,2238550.894,5264458589,3284201366,0.003254541,1028.073959,2.321429934,5.455079613
Financials,5845971.154,79308.01512,2090767353,504339281.8,0.000131742,407.592914,2.167016797,0.422128463
Financials,6922335.6,162050.1539,2685511734,81499921.15,0.000165092,415.5910157,2.068601162,6.125451778
Financials,6077232.507,137916.807,1613079402,6405012842,0.004921585,993.1500897,3.709571429,5.606393926
Financials,1851425.676,925448.5936,1753711381,818638777.8,0.001001529,710.1943562,1.422408118,2.010387362
Financials,8297869.6,74317.91807,1260826528,781705199,5.49E-05,913.6080677,2.694475446,13.17656436
Financials,26732505.51,752982.7664,18640561624,2958719861,0.004903646,2103.284085,8.436598285,25.57423571
Financials,4714551.274,205746.0265,801818382.2,146322966.1,0.000151801,277.4706733,1.574223461,0.188612711
Financials,32912627.12,3090971.029,8511403355,2249304043,0.00187583,2531.113409,12.54923621,4.64751757
Financials,1701982.759,52845.41219,29211301.68,1998430.186,5.02E-06,95.95326598,0.451696094,0.872398823
Financials,6391098.459,194952.311,1037600048,94928737.5,0.001796742,495.6786811,2.026718569,4.279068514
Financials,4071278.757,332577.952,3114372399,2749432624,0.00026821,642.2680077,1.281214013,3.931951023
Financials,13351331.7,1429621.824,7977375610,1730945580,0.000666093,827.0924748,4.082654903,15.08207034
Financials,3200944.623,376211.0064,640057483.6,298221025.6,0.000307043,330.5944582,1.027611201,2.073369799
Financials,2574328.983,441388.733,2614385062,1355370959,0.001213653,946.4697366,1.936584342,1.602613951
Financials,181559.1174,19051.32084,68885866.75,8252469.491,1.22E-05,10.88333747,0.033947153,0.17267959
Financials,7392396.332,426772.1703,5302976046,461107028.4,0.000123737,390.1507761,2.235279551,9.864871896
Financials,5771119.289,91231.38345,491246903,116947714.9,0.000961202,716.7821366,2.252448324,11.29574325
Financials,10645843.63,682056.4627,3687802905,254582860.1,0.000141641,668.2711029,3.053554805,11.45450234
Financials,691683.995,901101.463,63699819.51,162558598,0.000546029,124.8128455,0.272215539,1.835379658
Financials,4467053.823,5875.601425,205227166,2375792107,0.000999901,378.7634876,1.354699106,2.26542275
Financials,1117629.571,103186.4775,195432013.3,352545003.9,0.000775738,243.9197116,0.499127392,1.416652447
Financials,16706409.39,500881.9241,11916921608,20086770324,0.000296816,1407.174551,6.43383021,0.391846203
Financials,33567560.89,650187.6832,8255589665,9015359450,0.000896038,1840.338175,9.36865057,45.91600674
Financials,6985861.607,103313.0786,265882045.5,57819838.89,0.000965405,966.3809518,2.995795774,12.25256385
Financials,364356.0165,99406.94323,19677426.76,135463148.8,0.00013987,74.7308607,0.154338985,0.344609135
Financials,9064932.026,144499.362,10868203245,10028192375,0.000400954,696.9035257,3.437241918,3.970257686
Financials,19122629.15,1626920.795,37440314532,16912394446,0.001188358,4946.082246,9.070611611,6.289714095
Financials,4954404.716,801575.0051,2568652896,2388226656,0.011805515,1200.247636,2.236627204,3.264460112
Financials,5931767.854,607594.7048,3380744818,3392104954,0.010500579,1438.126096,2.687883103,2.926757342
Financials,4824507.168,114405.1614,194235994.2,52370888.88,0.000550087,630.1917264,2.04526579,9.269806818
Financials,26031366.72,1900425.268,10317793992,22100513624,0.001274782,2361.21904,11.01088661,1.800361195
Financials,12570422.35,235865.6852,5415707021,255694558.8,0.000420901,779.263707,3.780853024,4.54049227
Financials,10301157.3,93415.98873,1730516624,383837641.1,0.000208182,787.4006883,3.798634559,0.203899647
Financials,4137092.702,287840.02,970829003.5,843397097.6,0.000369611,416.32978,1.214914875,3.813227114
Financials,1545592.543,1471466.826,649197462.3,113722781.6,5.40E-05,137.4428871,0.58021901,0.455210692
Financials,29627296.51,1782415.533,15189084889,2201524005,0.001005734,2111.465097,9.132890722,25.3435195
Financials,405314.1685,32403.51114,104084966.5,144757055,0.000249166,57.23974801,0.141449718,0.297559819
Financials,275497.1501,116642.2993,150456617.5,42196158,4.96E-05,51.94480113,0.115063194,0.532679523
Financials,826899.9103,53633.95244,116424516.7,70787744.52,8.61E-05,89.51323594,0.253068999,0.56899427
Financials,160340.1874,29599.62163,32205464.31,48892361.45,5.35E-06,20.62050335,0.066860285,0.047153178
Financials,1745256.547,198430.918,280239685.4,1821989071,0.000848952,330.4925427,0.631257693,1.113946008
Financials,4924546.841,40532.23996,4808362531,798473641.2,0.000235834,1485.471789,3.043106634,23.91588028
Financials,623342.5962,112161.3729,158960222.1,26417309.39,6.66E-05,43.93744039,0.175427805,0.642272815
Financials,1649925.638,56238.17251,143571354.3,19943110.39,2.56E-05,77.13799975,0.42403956,0.534696053
Financials,8176159.723,72198.89475,1911103253,135978351.9,0.000112466,628.1644792,2.830516991,3.159548932
Financials,8449431.769,589862.0733,1323445367,106889389.4,0.000785181,625.0422618,2.653392126,4.434644455
Financials,12275047.54,1047575.861,2082092665,347354524.9,0.000242552,1013.824559,4.424087526,3.936425412
Financials,895797.7945,137968.8323,1110176820,597105312.6,0.000330736,373.5932012,0.75605254,0.33770277
Financials,4474575.411,57822.47495,1840485735,52872856.4,7.63E-05,254.7603643,1.272750809,3.337542682
Financials,9499096.491,272310.4978,3745874699,18851715513,0.000703756,1289.756961,4.130558516,7.711675428
Financials,57778774.75,3016323.577,20590961559,13654649853,0.006442786,6088.540141,24.64178203,73.82386535
Financials,4138044.674,112744.9617,1848526041,868076131.7,0.000135747,305.4793392,1.294102352,1.192089281
Financials,302445.7197,4278.189759,12031164.78,25197441.3,5.08E-06,21.22732412,0.083577605,0
Financials,3933018.622,88702.51716,646946416.9,727829411,0.000279355,611.8813851,2.221512164,3.495751612
Financials,20508242.27,357261.4515,7962675338,3944850683,0.00042807,1313.432059,6.071803254,30.56755636
Financials,4286501.779,1166306.963,1079280203,429042326.2,4.07E-05,520.1254622,1.269921437,7.921944151
Financials,4518481.761,466368.8772,2645533048,2611798314,0.006665115,1103.548312,2.061501352,2.476486982
Financials,919834.8093,375618.6771,240554696.2,55649608.86,2.94E-05,80.91607228,0.314771451,0.34535918
Financials,217227.3444,2812.611285,71659635.91,37795218.04,1.61E-05,21.40449674,0.081437637,0.047153178
Financials,75882716.12,157321.0603,8258997127,1812668525,0.001362171,6060.557138,19.36233714,0.523302811
Financials,105978.3367,23378.35834,56788555.03,11556100.95,1.88E-05,21.09641298,0.042216988,0.242763173
Financials,3360586.296,173247.4104,1982330002,350425125.2,0.00010983,185.3039339,0.93400274,3.548327921
Financials,46449.01972,0,15165902.52,27459065.45,8.91E-06,13.2064164,0.042176405,0
Financials,225145.2638,25820.47953,117598490.7,38603747.69,3.18E-05,29.54170763,0.102173826,0.172033406
Financials,19840941.9,1129931.797,43922881573,40747086384,0.001308753,5340.610318,9.463836875,5.056410936
Financials,95076504.15,2375277.939,22796500642,15615986269,0.003365407,7620.530684,37.38987371,20.1258453
Financials,7281285.504,1516068.838,13885384443,2876838649,0.000301798,1878.19851,3.45104375,2.285650018
Financials,793013.5211,200124.5894,115041814.5,213697944.6,0.0006937,160.0222341,0.348565049,0.659576282
Financials,1287478.628,31820.45683,370099643.2,49080115.91,0.000271848,210.5753731,0.441292861,1.661121999
Financials,464944.2147,109024.6234,154607878.3,39523142.2,5.66E-05,41.4019266,0.162028597,0.094306355
Financials,6755014.069,218096.365,11840153723,1200081953,0.000224056,1155.661376,2.784811038,1.924745682
Financials,19726.79256,10192.56015,18938501.22,3065844.385,4.65E-07,5.378896408,0.009733104,0
Financials,5198715.922,42645.93122,2312667212,1078557701,4.95E-05,434.834083,2.01310492,0.168851385
Financials,16858.83088,26277.13772,513586.1126,233197.4366,6.01E-07,3.371766175,0.008418763,0
Financials,127080.9535,159532.83,50015084.77,2311665.289,1.34E-05,14.7068252,0.048224226,0.094306355
Financials,1533117.962,164515.9129,94518195.71,1058022799,0.000825565,307.5808464,0.656540661,1.013108311
Financials,907858.7706,63492.13754,91711470.03,384415274.8,0.000437237,197.6875962,0.405616146,0.703547438
Financials,60672.51507,0,40760781.33,13589148.5,1.01E-05,11.34689356,0.025211241,0.172033406
Financials,1171266.931,113646.1113,87331408.85,875249576.8,0.000854073,229.4799925,0.48879552,1.013108311
Financials,15483.00658,0,17182265.16,1599127.465,4.90E-07,3.958060715,0.008042205,0
Financials,567627.0359,60702.57764,41005898.15,136751858.3,0.000318927,119.0697764,0.246414602,0.728715037
Financials,714428.251,404542.9079,308834076.5,95722547.01,4.93E-05,70.91660741,0.260299476,0.579832701
Financials,361399.7549,350514.5322,207079241.6,32368414.43,3.74E-05,50.94606416,0.142410865,0.313492939
Financials,17674154.64,1730296.68,38101317640,5848397279,0.000680624,3012.04167,6.848372386,8.105074209
Financials,766845.3627,51283.21371,101280933,576994554.5,0.000711454,163.6293025,0.330919989,0.723774706
Financials,1202214.249,379729.0413,287367855.8,408886805.3,0.001007317,243.8399735,0.505261205,1.24439981
Financials,1063514.734,47506.07327,86270171.34,395577248.6,0.000916885,216.850898,0.457123483,0.984966413
Financials,6822462.388,273179.0352,1670432188,2767829730,0.00022006,292.2947795,1.587218853,3.800656256
Financials,33212483.91,1148608.109,9014152143,3228213888,0.001240086,2963.308917,9.556222516,75.86218689
Financials,1243027.293,14708.8582,39180363.64,19068544.35,6.10E-05,127.7047535,0.266460815,0.319441535
Financials,742072.963,923923.8524,209963812.8,82957709,6.95E-05,72.82079539,0.26100176,0.388690624
Financials,633484.2516,193087.3401,167924060.9,72555461.37,0.000250185,68.00439376,0.227298606,0.363620415
Financials,241194.2521,313636.2271,66101790.97,31970124.28,2.29E-05,23.99393711,0.087310077,0.094306355
Financials,11357345.56,910432.1209,1277380366,361058222.6,0.000509441,738.7666134,4.350316856,0.708979595
Financials,1278178.678,91871.72092,126844530.6,296844119.1,0.000127209,132.0285981,0.381406729,0.984966413
Financials,166418.2256,57446.26655,69985484.37,25393685.8,4.30E-05,30.38416764,0.084943602,0.109593292
Financials,366458.3079,14897.9247,214833341.7,353743208.1,1.80E-05,26.35716459,0.116709642,0.287575295
Financials,774818.5856,101373.8436,149031481.5,41517509.57,4.14E-05,50.85005156,0.230528656,0.497423538
Financials,989925.401,188980.12,236201129.9,44006550.53,0.000244927,88.35606439,0.363956724,0.396657184
Financials,930183.3906,560219.7035,494318059.5,247288712.7,7.71E-05,117.9951964,0.357237982,0.259342477
Financials,4854235.246,1843.10045,5284484051,171651272.1,7.50E-05,282.6481401,1.508617687,3.275102568
Financials,8816778.94,249138.4333,2349521423,985352934.5,0.000390073,645.1589657,3.308570992,8.99951582
Financials,238678.9005,41613.18851,75658338.23,17306582.61,3.36E-05,24.09558776,0.088126914,0
Financials,134177.1174,4527.070245,18743157.08,7021389.956,2.21E-05,12.6928655,0.053570671,0.047153178
Financials,145199.2956,181653.1407,6853835.919,4119032.534,2.77E-05,13.49419096,0.049477876,0.047153178
Financials,956989.9716,64020.6662,109393364.6,10007694.66,1.69E-05,35.49097959,0.217250138,1.060265404
Financials,2190752.543,7775.462848,1667274699,58198393.32,2.32E-05,122.7769887,0.737470714,5.292093683
Financials,32458.15053,1774.989185,145361.3406,76530.43842,3.02E-05,4.836099418,0.012975621,0.047153178
Financials,190646.6219,255019.7732,19366700.96,9178527.72,1.25E-05,14.92547466,0.07345364,0.047153178
Financials,133960.075,61978.10384,36308651.34,14902449.93,2.41E-05,13.61595101,0.047603208,0
Financials,758236.9553,13879.3475,40877359.35,17995152.79,4.91E-05,82.53909092,0.323211366,0.094306355
Financials,9613359.456,305419.9591,2447962661,112043137.7,9.66E-05,239.5941845,2.04616035,6.543188699
Financials,14107.18227,0,446976.3337,136652.3861,8.26E-06,1.570049432,0.005335467,0
Financials,1019836.058,55781.93509,91061727.04,595664907.4,0.000887261,204.6338167,0.436000312,0.844256925
Financials,7717723.325,73456.58489,3688564938,301231503.3,6.94E-05,615.0547365,2.443676795,8.526994948
Financials,752490.428,119239.7508,135704341.4,26335887.73,8.37E-05,71.0354543,0.277670169,0.486818713
Financials,442134.8936,147666.506,78347591.06,16932853.38,2.08E-05,37.98655176,0.177240777,0.047153178
Financials,6593357.181,1551460.2,1530645280,505048088,0.000100924,787.6445504,1.921159975,14.36468985
Financials,23910.62463,1069.315126,170765.2521,15562.32239,1.62E-05,2.879639989,0.005711693,0.062440114
